Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
02/14/2026,7:00PM,The Beacon,The Bridges Of Madison County,134,None,None
02/23/2026,7:30PM,The Beacon,The Gospel According To St. Matthew,137,None,None
02/24/2026,7:30PM,The Beacon,The Gospel According To St. Matthew,137,None,None
02/26/2026,4:30PM,The Beacon,The Gospel According To St. Matthew,137,None,None
02/13/2026,10:00PM,The Beacon,Friday The 13Th,95,None,None
02/17/2026,7:30PM,The Beacon,Mamma Roma,106,None,None
02/18/2026,7:30PM,The Beacon,Mamma Roma,106,None,None
02/19/2026,4:30PM,The Beacon,Mamma Roma,106,None,None
02/12/2026,4:00PM,The Beacon,All That'S Left Of You,146,None,None
03/02/2026,7:30PM,The Beacon,The Hawks And The Sparrows,88,None,None
03/03/2026,4:30PM,The Beacon,The Hawks And The Sparrows,88,None,None
03/05/2026,4:30PM,The Beacon,The Hawks And The Sparrows,88,None,None
02/20/2026,4:00PM,The Beacon,Memories Of Underdevelopment,97,None,None
02/21/2026,7:00PM,The Beacon,Memories Of Underdevelopment,97,None,None
02/24/2026,4:30PM,The Beacon,Memories Of Underdevelopment,97,None,None
02/13/2026,7:00PM,The Beacon,Nadja,93,None,None
02/15/2026,5:00PM,The Beacon,Nadja,93,None,None
02/16/2026,7:30PM,The Beacon,Nadja,93,None,None
02/17/2026,4:30PM,The Beacon,Nadja,93,None,None
02/22/2026,5:00PM,The Beacon,Star 80,103,None,None
02/25/2026,7:30PM,The Beacon,Star 80,103,None,None
02/22/2026,2:00PM,The Beacon,Bells Are Ringing,126,None,None
02/23/2026,4:30PM,The Beacon,Bells Are Ringing,126,None,None
02/25/2026,4:30PM,The Beacon,Bells Are Ringing,126,None,None
02/15/2026,2:00PM,The Beacon,The Band Wagon,111,None,None
02/16/2026,4:30PM,The Beacon,The Band Wagon,111,None,None
02/18/2026,4:30PM,The Beacon,The Band Wagon,111,None,None
02/27/2026,10:00PM,The Beacon,Secs Fest Presents Satan In High Heels,89,None,None
02/27/2026,7:00PM,The Beacon,Le Pont Du Nord,127,None,None
02/28/2026,7:00PM,The Beacon,Le Pont Du Nord,127,None,None
02/26/2026,7:30PM,The Beacon,Five Minutes To Live!,120ish,None,None
02/19/2026,7:30PM,The Beacon,Love Meetings,92,None,None
03/06/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
03/13/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
03/20/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
03/27/2026,4:00PM,The Beacon,Rent The Beacon,150 min.,None,None
03/28/2026,10:00AM,The Beacon,Rent The Beacon,150 min.,None,None
02/20/2026,10:00PM,The Beacon,Litan,88,None,None
02/21/2026,10:00PM,The Beacon,Litan,88,None,None
02/17/2026,8:45 PM,SIFF Cinema Downtown,Noir City 2026: King Creole,116,None,https://www.siff.net/images/CINEMA/2026/Noir%20City%202026/NOIR26_KingCreole_1600x900.jpg,,,
02/13/2026,7:00 PM,SIFF Cinema Downtown,Noir City 2026: Black Angel,81,None,https://www.siff.net/images/CINEMA/2026/Noir%20City%202026/NOIR26_BlackAngel_1600x900.jpg,,,
02/15/2026,3:40 PM,SIFF Cinema Downtown,Noir City 2026: Young Man With a Horn,112,None,https://www.siff.net/images/CINEMA/2026/Noir%20City%202026/NOIR26_YoungManwithaHorn_1600x900.jpg,,,
03/11/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: Raging Bull,129,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_RagingBull-2025_1600x900.jpg,,,
02/14/2026,4:00 PM,SIFF Cinema Downtown,Noir City 2026: The Man I Love,96,None,https://www.siff.net/images/CINEMA/2026/Noir%20City%202026/NOIR26_TheManILove_1600x900.jpg,,,
04/29/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The Irishman,209,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Irishman_1600x900.jpg,,,
02/12/2026,7:30 PM,SIFF Cinema Downtown,For Your Consideration: Weapons,128,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_Weapons_1600x900.jpg,,,
02/14/2026,7:00 PM,SIFF Cinema Downtown,Noir City 2026: Gilda,110,None,https://www.siff.net/images/CINEMA/2026/Noir%20City%202026/NOIR26_Gilda_1600x900.jpg,,,
04/01/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The Age of Innocence,139,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_AgeofInnocence_1600x900.jpg,,,
