Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source
12/12/2025,6:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/12/2025,9:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/13/2025,11:00 AM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/13/2025,2:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/13/2025,6:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/13/2025,9:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/14/2025,3:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/14/2025,6:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/15/2025,4:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/15/2025,7:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/16/2025,4:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/16/2025,7:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/17/2025,4:00 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
12/17/2025,7:30 PM,SIFF Cinema Downtown,Wicked: For Good,Unknown,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_WickedforGood_1600x900.jpg,,,
04/22/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: Silence,161,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Silence_1600x900.jpg,,,
03/25/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: GoodFellas (4K Restoration),146,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/CIN_Goodfellas_1600x900.jpg,,,
01/17/2026,2:00 PM,SIFF Film Center,National Theatre Live: Mrs. Warren’s Profession,120,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLMrsWarrensProfession_1600x900.jpg,,,
01/18/2026,2:00 PM,SIFF Film Center,National Theatre Live: Mrs. Warren’s Profession,120,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLMrsWarrensProfession_1600x900.jpg,,,
01/19/2026,6:30 PM,SIFF Film Center,National Theatre Live: Mrs. Warren’s Profession,120,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLMrsWarrensProfession_1600x900.jpg,,,
03/18/2026,7:30 PM,SIFF Cinema Uptown,Scorsese: The King of Comedy,109,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/Scorsese/KingofComedy.jpg,,,
12/11/2025,7:15 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/12/2025,3:40 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/12/2025,7:15 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/13/2025,12:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/13/2025,4:00 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/13/2025,7:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/14/2025,12:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/14/2025,4:00 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/14/2025,7:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/15/2025,3:40 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/15/2025,7:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/16/2025,3:40 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/16/2025,7:15 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/17/2025,3:40 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/17/2025,7:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/18/2025,3:40 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/18/2025,7:30 PM,SIFF Cinema Uptown,The Secret Agent,159,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_SecretAgent_1600x900.jpg,,,
12/18/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/18/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/19/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/19/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/20/2025,10:45 AM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/20/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/20/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/21/2025,10:45 AM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/21/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/21/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/22/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/22/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/23/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/23/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/24/2025,12:00 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/24/2025,4:30 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/25/2025,2:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/25/2025,7:00 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/26/2025,10:45 AM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/26/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/26/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/27/2025,10:45 AM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/27/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/27/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/28/2025,10:45 AM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/28/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/28/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/29/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/29/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/30/2025,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/30/2025,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/31/2025,1:30 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
12/31/2025,6:00 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
01/01/2026,10:45 AM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
01/01/2026,3:15 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
01/01/2026,7:45 PM,SIFF Cinema Downtown,Avatar: Fire and Ash (3D),192,None,https://www.siff.net/images/CINEMA/2025/Film%20Jun-Dec/CIN_AvatarFireAsh_1600x900.jpg,,,
02/21/2026,2:00 PM,SIFF Film Center,National Theatre Live: Life of Pi,150,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLLifeofPi_1600x900.jpg,,,
02/22/2026,2:00 PM,SIFF Film Center,National Theatre Live: Life of Pi,150,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLLifeofPi_1600x900.jpg,,,
02/23/2026,6:30 PM,SIFF Film Center,National Theatre Live: Life of Pi,150,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_NTLLifeofPi_1600x900.jpg,,,
01/07/2026,6:00 PM,SIFF Cinema Uptown,SIFF Movie Club: Ikarie XB 1 (4K Restoration),86,None,https://www.siff.net/images/CINEMA/2026/Films%20Jan-May/CIN_IkarieXB1_1600x900.jpg,,,
