Date,Time,Theater,Film,Runtime,isAlmostSoldOut,posterDynamic,first_seen_date,last_updated,source,source_film_id,source_title
07/16/2026,7:00 PM,SIFF Film Center,Jean-Luc Godard: Scénarios,60,None,https://www.siff.net/images/CINEMA/2026/Rentals/Rentals%20Jun%20-%20Dec%202026/REN_Scenarios_1600x900.png,,,,,Jean-Luc Godard: Scénarios
07/29/2026,7:00 PM,SIFF Cinema Uptown,Cold War Summer: The Manchurian Candidate,126,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/Cold%20War%20Summer/manchuriancandidate.png,,,,,Cold War Summer: The Manchurian Candidate
07/24/2026,4:15 PM,SIFF Film Center,Horsegirls,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_Horsegirls_1600x900.png,,,,,Horsegirls
07/24/2026,7:00 PM,SIFF Film Center,Horsegirls,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_Horsegirls_1600x900.png,,,,,Horsegirls
07/25/2026,1:30 PM,SIFF Film Center,Horsegirls,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_Horsegirls_1600x900.png,,,,,Horsegirls
07/25/2026,4:15 PM,SIFF Film Center,Horsegirls,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_Horsegirls_1600x900.png,,,,,Horsegirls
07/25/2026,7:00 PM,SIFF Film Center,Horsegirls,101,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_Horsegirls_1600x900.png,,,,,Horsegirls
10/18/2026,11:00 AM,SIFF Cinema Downtown,Community Screening: Casablanca,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/Community%20Screenings/Casablanca.png,,,,,Community Screening: Casablanca
07/21/2026,6:30 PM,SIFF Film Center,Granite Rapids Moon,93,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_GraniteRapidsMoon_1600x900.png,,,,,Granite Rapids Moon
08/06/2026,7:00 PM,SIFF Cinema Uptown,Wine & Crime LIVE!,150,None,https://www.siff.net/images/CINEMA/2026/Rentals/Rentals%20Jun%20-%20Dec%202026/REN_Wine%26CrimeLive_1600x900.png,,,,,Wine & Crime LIVE!
08/23/2026,2:00 PM,SIFF Film Center,NT Live: Les Liaisons Dangereuses,180,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/NTL/CIN_NTL_LesLiaisonsDangereuses_1600x900.png,,,,,NT Live: Les Liaisons Dangereuses
08/24/2026,6:30 PM,SIFF Film Center,NT Live: Les Liaisons Dangereuses,180,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/NTL/CIN_NTL_LesLiaisonsDangereuses_1600x900.png,,,,,NT Live: Les Liaisons Dangereuses
08/25/2026,6:30 PM,SIFF Film Center,NT Live: Les Liaisons Dangereuses,180,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/NTL/CIN_NTL_LesLiaisonsDangereuses_1600x900.png,,,,,NT Live: Les Liaisons Dangereuses
07/30/2026,7:00 PM,SIFF Cinema Uptown,Art House Theater Day: Sorry to Bother You,112,None,https://www.siff.net/images/CINEMA/2024/Films%20Jan-May/50%20Years%20of%20SIFF%20III/CIN_SorryToBotherYou_1600x900.jpg,,,,,Art House Theater Day: Sorry to Bother You
07/30/2026,4:00 PM,SIFF Cinema Uptown,Art House Theater Day: Once Upon a Time in a Cinema,92,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/Art%20House%20Theater%20Day%202026/CIN_OnceUponaTimeinaCinema_1600x900.png,,,,,Art House Theater Day: Once Upon a Time in a Cinema
08/03/2026,6:30 PM,SIFF Cinema Uptown,Cinephiles' Choice: Au Hasard Balthazar,95,None,https://www.siff.net/images/CINEMA/2026/Movie%20Club/SIFFMovieClub_Digital_WSWinner2026_1600x900.png,,,,,Cinephiles' Choice: Au Hasard Balthazar
08/19/2026,7:00 PM,SIFF Cinema Uptown,Cold War Summer: Atomic Blonde,115,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/Cold%20War%20Summer/AtomicBlonde.png,,,,,Cold War Summer: Atomic Blonde
11/15/2026,11:00 AM,SIFF Cinema Downtown,Community Screening: Auntie Mame,Unknown,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/Community%20Screenings/Auntiemame.png,,,,,Community Screening: Auntie Mame
08/04/2026,7:00 PM,SIFF Cinema Uptown,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
08/07/2026,6:45 PM,SIFF Film Center,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
08/08/2026,4:00 PM,SIFF Film Center,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
08/08/2026,6:45 PM,SIFF Film Center,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
08/09/2026,1:15 PM,SIFF Film Center,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
08/09/2026,4:00 PM,SIFF Film Center,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
08/09/2026,6:45 PM,SIFF Film Center,Wild Inside,95,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_WildInside_1600x900.png,,,,,Wild Inside
07/16/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/17/2026,3:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/17/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/18/2026,12:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/18/2026,4:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/18/2026,8:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/19/2026,2:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/19/2026,6:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/20/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/21/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/22/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/23/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/24/2026,3:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/24/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/25/2026,12:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/25/2026,4:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/25/2026,8:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/26/2026,2:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/26/2026,6:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/27/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/27/2026,7:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/28/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/28/2026,7:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/29/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/29/2026,7:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/30/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/30/2026,7:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
07/31/2026,7:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/01/2026,12:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/01/2026,4:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/01/2026,8:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/02/2026,2:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/02/2026,6:00 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/03/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/03/2026,7:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/04/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/04/2026,7:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
08/05/2026,3:30 PM,SIFF Cinema Downtown,The Odyssey,172,None,https://www.siff.net/images/CINEMA/2026/Films%20Jun-Dec/CIN_TheOdyssey_1600x900.png,,,,,The Odyssey
